DEPT;RHOB;TR;VP
4762;2.36299;4;10295.02
4763;2.42624;5;10580.43
4764;2.45111;5;10696.97
4765;2.39043;5;10742.66
4766;2.34212;3;10631.22
4767;2.35479;4;10659.55
4768;2.35852;4;10781.87
4769;2.39904;5;10829.34
4770;2.34835;3;10748.18
4771;2.37694;4;10708.27
4772;2.41619;5;10779.08
4773;2.42952;5;10886.52
4774;2.35009;4;10868.63
4775;2.269;2;10684.64
4776;2.25634;2;10467.74
4777;2.27283;2;10267.85
4778;2.26523;2;10279.93
4779;2.28572;2;10245.07
4780;2.28799;2;10168.28
4781;2.28547;2;10121.36
4782;2.3212;3;10187.51
4783;2.32473;3;10328.23
4784;2.3136;3;10485.47
4785;2.2909;2;10481.82
4786;2.27519;2;10324.91
4787;2.26967;2;10364.42
4788;2.29215;2;10248.05
4789;2.3871;4;10559.42
4790;2.39786;5;10948.83
4791;2.36091;4;10906.08
4792;2.36275;4;11353.08
4793;2.38468;5;11615
4794;2.43457;5;12000.87
4795;2.41678;5;12226.48
4796;2.45078;5;12339.69
4797;2.43145;5;11979.97
4798;2.38823;5;11515.06
4799;2.44829;5;11333.11
4800;2.50778;5;11321.11
4801;2.4328;5;11081.28
4802;2.3819;4;10996.27
4803;2.3317;3;11087.99
4804;2.33538;3;10897.64
4805;2.3462;4;10783.06
4806;2.39307;-9999;11050.36
4807;2.48152;5;11080.83
4808;2.42301;5;11128.54
4809;2.32179;4;10640.58
4810;2.24009;2;9997.262
4811;2.2094;1;9833.711
4812;2.19679;1;9900.27
4813;2.18233;1;10105
4814;2.19388;1;10016.02
4815;2.22979;2;9971.479
4816;2.24981;2;9778.251
4817;2.27467;2;9940.023
4818;2.27373;2;9957.727
4819;2.27969;2;10019.12
4820;2.31309;3;10332.43
4821;2.4059;5;10583.62
4822;2.48032;5;11297.05
4823;2.43345;5;11569.24
4824;2.38953;5;11825.14
4825;2.32114;3;11463.64
4826;2.3219;3;11114.94
4827;2.32572;3;10690.83
4828;2.36163;4;10592.52
4829;2.39614;5;10751.92
4830;2.34997;4;11006.35
4831;2.3036;2;11002.53
4832;2.33554;3;11083.98
4833;2.35417;3;11277.53
4834;2.36903;3;11171.81
4835;2.38092;4;11296.7
4836;2.3861;4;11370.09
4837;2.41014;4;11538.39
4838;2.45452;5;11606.54
4839;2.48611;5;11645.51
4840;2.49977;5;12077.52
4841;2.50311;5;12152.23
4842;2.49569;5;12218.52
4843;2.49303;5;12220.5
4844;2.43842;5;11779.15
4845;2.44158;5;11618.48
4846;2.44691;5;11569.38
4847;2.34631;3;11288.63
4848;2.33404;3;11331.3
4849;2.41264;4;11740
4850;2.45807;5;12330.48
4851;2.51425;5;12605.31
4852;2.51471;5;12539.21
4853;2.49629;5;12368.57
4854;2.48692;5;13940.94
4855;2.39365;5;13946.46
4856;2.33882;5;12486.55
4857;2.35872;5;11605.44
4858;2.37201;5;11274.9
4859;2.39263;5;10985.73
4860;2.40281;5;10991.81
4861;2.36189;5;10964.19
4862;2.35101;5;10925.59
4863;2.37853;5;10832.03
4864;2.40633;5;10832.91
4865;2.34778;5;10902.12
4866;2.3314;5;10814.01
4867;2.35515;5;10583.19
4868;2.3276;5;10236.98
4869;2.31019;5;10127.36
4870;2.3215;5;10274.23
4871;2.33426;5;10826.71
4872;2.36622;5;11227.94
4873;2.38334;5;11287.42
4874;2.35557;5;11218.39
4875;2.36044;5;10736.65
4876;2.35317;5;10241.99
4877;2.34341;5;9857.644
4878;2.34157;5;9697.438
4879;2.40334;5;9893.646
4880;2.46112;5;10233.78
4881;2.50876;5;11015.83
4882;2.54089;5;11326.14
4883;2.54714;5;11951.84
4884;2.56511;5;12490.65
4885;2.54384;5;12574.73
4886;2.51682;5;12627.78
4887;2.50708;5;12529.22
4888;2.50139;5;12614.09
4889;2.54128;5;12597.82
4890;2.52698;5;12640.86
4891;2.49929;5;12637.6
4892;2.48791;5;13110.43
4893;2.51267;5;12532.77
4894;2.50107;5;12604.06
4895;2.47895;5;12267.08
4896;2.4826;5;11908.79
4897;2.48311;5;11790.41
4898;2.44448;5;11992.52
4899;2.48437;5;12051.07
4900;2.51249;5;12458.12
4901;2.50923;5;12730.26
4902;2.46518;5;12964.84
4903;2.40349;5;13017.49
4904;2.29289;5;10735.3
4905;2.32095;5;10428.81
4906;2.44712;5;9221.729
4907;2.47336;5;9173.222
4908;2.47751;5;9825.156
4909;2.44949;5;11496.35
4910;2.50374;5;12035.14
4911;2.49608;5;12355.43
4912;2.50524;5;12351.85
4913;2.50828;5;12282.42
4914;2.47321;5;12013.49
4915;2.4356;5;11794.57
4916;2.39765;5;11585.1
4917;2.36633;4;11020.5
4918;2.34631;3;10903.88
4919;2.32378;3;10618.08
4920;2.32777;3;10404.67
4921;2.32938;3;10418.7
4922;2.32198;3;10308.34
4923;2.32974;3;10622.22
4924;2.42198;5;11190.27
4925;2.46632;5;11750.23
4926;2.48176;5;11981.98
4927;2.4887;5;11893.58
4928;2.43542;5;11292.38
4929;2.39925;5;10856.52
4930;2.39311;5;10724.72
4931;2.4372;5;10811.34
4932;2.4787;5;11184.6
4933;2.44168;5;11415.26
4934;2.43141;5;11411.09
4935;2.41439;5;11294.61
4936;2.41827;5;11224.48
4937;2.44549;5;11234.3
4938;2.48275;5;11343.86
4939;2.4712;5;11535.34
4940;2.43509;5;11576.95
4941;2.43993;5;11562.03
4942;2.48324;5;11587.46
4943;2.50352;5;11622.93
4944;2.48892;5;11743.81
4945;2.44074;5;11540.43
4946;2.34476;4;10822.63
4947;2.24465;2;10230.35
4948;2.2369;2;9963.684
4949;2.24116;2;9947.78
4950;2.2793;2;10192.47
4951;2.32286;2;10498.56
4952;2.38237;4;11016.66
4953;2.41952;5;11355.52
4954;2.47474;5;11509.29
4955;2.51913;5;11661.38
4956;2.51397;5;11755.91
4957;2.49808;5;11791.85
4958;2.45786;5;11589.67
4959;2.50258;5;11562.82
4960;2.4821;5;11478.39
4961;2.43639;5;11205.47
4962;2.39128;5;10954.61
4963;2.32424;3;10641.59
4964;2.27851;2;10175.85
4965;2.26087;2;9968.691
4966;2.24737;2;9987.362
4967;2.25884;2;10230.15
4968;2.28492;2;10294.31
4969;2.31051;3;10230.92
4970;2.28338;2;10284.5
4971;2.26096;2;10725.86
4972;2.32982;3;10858.92
4973;2.46236;5;11350.52
4974;2.44792;5;11687.26
4975;2.4413;5;11887.21
4976;2.37545;4;11551.78
4977;2.36964;5;11496.58
4978;2.37831;5;11506.83
4979;2.39171;5;11783.27
4980;2.42386;5;11652.42
4981;2.44947;5;11846.71
4982;2.47649;5;11963.5
4983;2.484;5;12014.57
4984;2.44651;5;12110.22
4985;2.40672;5;11917.15
4986;2.39756;5;11898.52
4987;2.39697;5;11825.18
4988;2.42805;5;11809.17
4989;2.46591;5;11751.53
4990;2.45159;5;11641.45
4991;2.48745;5;11871.64
4992;2.44281;5;11990.94
4993;2.41788;5;11939.8
4994;2.47955;5;11972.51
4995;2.42351;5;11952.49
4996;2.38351;5;11526.01
4997;2.36392;5;11567.14
4998;2.40752;5;11181.42
4999;2.47219;5;11301.8
5000;2.49548;5;11604.29
5001;2.50015;5;11917.01
5002;2.48513;5;12558.55
5003;2.44592;5;12490.75
5004;2.45129;5;12430.03
5005;2.49396;5;12711.08
5006;2.48801;5;12685.06
5007;2.45925;5;12529.5
5008;2.4279;5;12417.72
5009;2.39869;5;12123.43
5010;2.40198;5;11864.86
5011;2.42201;5;11868.02
5012;2.41227;5;11897.02
5013;2.38576;5;11858.22
5014;2.36946;4;11592.82
5015;2.38303;4;11242.39
5016;2.43368;5;10866.29
5017;2.49347;5;12079.76
5018;2.46167;5;12412.56
5019;2.40972;5;12478.37
5020;2.34331;5;12256.39
5021;2.37472;5;11875.16
5022;2.38027;3;11611.84
5023;2.36084;4;11440.75
5024;2.39604;5;11471.38
5025;2.39019;5;11467.87
5026;2.37401;5;11548.48
5027;2.36329;5;11429.01
5028;2.36463;5;11418.67
5029;2.40565;5;11329.23
5030;2.41506;5;11294.92
5031;2.39048;5;11224.81
5032;2.39215;5;11314.51
5033;2.39727;5;11443.04
5034;2.39511;5;11309.32
5035;2.40243;5;11493.23
5036;2.36964;5;11485.05
5037;2.36584;5;11279.86
5038;2.39753;5;11155.88
5039;2.40797;5;11231.61
5040;2.41677;5;11360.8
5041;2.42366;5;11472.99
5042;2.43068;5;11619.53
5043;2.46818;5;11691.7
5044;2.48599;5;11835.17
5045;2.43527;5;11851.89
5046;2.39758;5;11594.15
5047;2.35755;3;11268.16
5048;2.36612;3;11139.66
5049;2.40403;4;11124.27
5050;2.39904;4;11167.41
5051;2.39048;4;11145.94
5052;2.37897;4;11143.36
5053;2.38625;3;11086.36
5054;2.36526;3;11007.21
5055;2.35425;2;10951.85
5056;2.33748;2;10876.25
5057;2.32995;3;10900.28
5058;2.37726;5;11036.8
5059;2.42173;5;11289.95
5060;2.42507;4;11593.09
5061;2.38128;4;11683.83
5062;2.36546;3;11593.18
5063;2.35788;3;11195.86
5064;2.35928;3;10900.81
5065;2.37385;5;10914.86
5066;2.42041;5;11085.66
5067;2.4445;5;11451.51
5068;2.42205;5;11847.56
5069;2.37023;4;11810.94
5070;2.36062;3;11723.06
5071;2.35643;3;11514.17
5072;2.35598;3;11413.31
5073;2.37526;4;11437.93
5074;2.3852;5;11583.96
5075;2.35641;5;11577.43
5076;2.36193;4;11439.4
5077;2.32527;5;11337.39
5078;2.4157;5;11554.77
5079;2.41849;5;11629.43
5080;2.36055;5;11862.04
5081;2.41702;5;11822.29
5082;2.45721;5;11830.85
5083;2.40933;5;11616.47
5084;2.39067;5;11442.37
5085;2.45878;5;11354.36
5086;2.44238;5;11485.66
5087;2.37508;5;11554.48
5088;2.37619;5;11401.48
5089;2.40445;5;11515.56
5090;2.42264;5;11541.17
5091;2.39919;5;11470.18
5092;2.37753;5;11458.38
5093;2.39459;5;11580.98
5094;2.40083;5;11631.89
5095;2.40603;5;11721.35
5096;2.409;5;11707.21
5097;2.3855;4;11605.77
5098;2.42089;5;11488.08
5099;2.41177;5;11415.25
5100;2.38166;5;11281.34
5101;2.41913;5;11061.09
5102;2.41023;5;10857.67
5103;2.38606;5;10684.67
5104;2.41867;5;10862.98
5105;2.38509;5;10957.16
5106;2.38411;5;11238.48
5107;2.41622;5;11211.12
5108;2.41101;5;11262.27
5109;2.42965;5;11341.69
5110;2.42697;5;11344.43
5111;2.45634;5;11369.05
5112;2.43153;5;11646.05
5113;2.43157;5;11236.74
5114;2.38771;5;11194.97
5115;2.38281;4;11176.93
5116;2.39509;5;11370.77
5117;2.39638;5;11348.82
5118;2.37493;5;11230.06
5119;2.35846;5;11053.42
5120;2.3601;5;11054.54
5121;2.35576;5;11125.52
5122;2.33978;5;11403.95
5123;2.34003;5;11459.36
5124;2.38777;5;11405.85
5125;2.44786;5;11334.09
5126;2.40429;5;11363.81
5127;2.31318;2;11113.97
5128;2.28646;1;10938.48
5129;2.32206;2;10784.06
5130;2.35113;2;10814.96
5131;2.37358;3;10963.85
5132;2.39008;5;11122.88
5133;2.41032;5;11388.25
5134;2.37364;3;11548.67
5135;2.39418;3;11623.48
5136;2.38061;3;11594.17
5137;2.39255;4;11526.64
5138;2.37598;4;11428.61
5139;2.36456;5;11398.57
5140;2.35068;5;11381.87
5141;2.34255;5;11177.5
5142;2.373;5;11115.09
5143;2.40243;4;10966.34
5144;2.41341;5;11127.78
5145;2.40289;5;11125.05
5146;2.35734;4;11213.99
5147;2.33934;3;11095.45
5148;2.33873;5;10744.57
5149;2.37413;5;10777.06
5150;2.45286;5;11040.85
5151;2.4874;5;12013.46
5152;2.44647;5;11900.62
5153;2.37831;5;11939.34
5154;2.30833;2;11498.99
5155;2.30643;2;10738.3
5156;2.33514;2;10535.62
5157;2.30251;2;10505.7
5158;2.28776;1;10428.7
5159;2.29367;2;10432.37
5160;2.30502;2;10500.5
5161;2.36437;4;10518.96
5162;2.38739;5;10883.43
5163;2.49393;5;11807.4
5164;2.47762;5;12163.88
5165;2.38763;5;12381.23
5166;2.382;4;11987.14
5167;2.38468;5;11570.13
5168;2.39363;5;11198.08
5169;2.36812;4;11105.62
5170;2.37588;5;10989.18
5171;2.40245;5;11576.89
5172;2.38956;4;10919
5173;2.34831;2;10794.65
5174;2.35936;4;10718.22
5175;2.41679;5;10747.34
5176;2.472;5;11288.33
5177;2.47726;5;11144.74
5178;2.48715;5;11594.82
5179;2.47483;5;11950.97
5180;2.43338;5;12297.33
5181;2.41691;5;12263.94
5182;2.45029;5;12190.72
5183;2.44439;5;12042.07
5184;2.39378;5;11551.41
5185;2.39596;4;11694.75
5186;2.36086;3;10934.82
5187;2.35239;3;10760.47
5188;2.40934;5;10844.26
5189;2.46868;5;11860.23
5190;2.46202;5;12211.37
5191;2.41755;5;12302.17
5192;2.40061;5;12277.88
5193;2.40395;5;11843.35
5194;2.43987;5;11627.84
5195;2.40449;5;11438.59
5196;2.35553;3;11496
5197;2.35671;3;11441.66
5198;2.39219;3;11348.65
5199;2.40459;4;11133.13
5200;2.40336;4;11113.62
5201;2.37345;3;11078.92
5202;2.342;3;11256.13
5203;2.42322;5;11285.35
5204;2.43824;5;11467.35
5205;2.47679;5;11674.31
5206;2.45544;5;11765.83
5207;2.40148;5;11806.63
5208;2.37745;5;11550.94
5209;2.36228;3;11187.31
5210;2.35764;3;11025.26
5211;2.34081;3;10975.19
5212;2.34303;4;11151.92
5213;2.39691;5;11539.81
5214;2.46812;5;11987.76
5215;2.46026;5;12291.4
5216;2.42904;5;12099.67
5217;2.42318;5;11918.31
5218;2.44946;5;12137.97
5219;2.44654;5;12293.75
5220;2.44416;5;12193.62
5221;2.41684;5;12052.77
5222;2.45562;5;11770.35
5223;2.4553;5;11605.05
5224;2.37798;5;11054.2
5225;2.34175;5;11488.29
5226;2.3502;5;10367.15
5227;2.32198;5;10168.76
5228;2.35767;5;11103.32
5229;2.48832;5;11524.95
5230;2.50603;5;11987.97
5231;2.49569;5;12625.03
5232;2.41872;5;12581.67
5233;2.39566;4;11896.97
5234;2.43794;5;11446.84
5235;2.43457;5;11520.72
5236;2.44673;5;-9999
5237;2.40955;4;-9999
5238;2.35103;4;-9999
5239;2.39456;5;-9999
5240;2.42304;5;10991.77
5241;2.42194;5;10738.79
5242;2.35462;5;10532.57
5243;2.28469;5;10336.15
5244;2.33302;5;10365.04
5245;2.39347;5;10381.98
5246;2.42489;5;10715.54
5247;2.40266;5;11131.92
5248;2.37108;5;11402.99
5249;2.39131;5;11833.22
5250;2.37471;5;11809.72
5251;2.37379;5;11051.03
5252;2.37741;5;11187.08
5253;2.37653;5;11215.59
5254;2.42395;5;11477.37
5255;2.39303;5;11669.29
5256;2.37174;5;11265.44
5257;2.35144;4;10973.66
5258;2.35505;4;10439.07
5259;2.45143;5;10464.15
5260;2.43549;5;10493.06
5261;2.39077;5;10818.3
5262;2.36411;5;10851.57
5263;2.39759;5;10585.37
5264;2.42661;5;10823.97
5265;2.36229;3;10957.58
5266;2.29947;2;10662.89
5267;2.29533;2;10571.5
5268;2.29094;2;10376.96
5269;2.30271;4;10363.76
5270;2.30474;4;10374.82
5271;2.31705;2;10376.72
5272;2.34883;2;10201.42
5273;2.42226;5;10348.68
5274;2.4495;5;11347.36
5275;2.36449;5;11316.45
5276;2.36331;4;11274.39
5277;2.36095;5;11197.6
5278;2.3634;5;11205.24
5279;2.39749;5;12124.49
5280;2.3954;5;11957.82
5281;2.34815;5;12091.7
5282;2.37713;5;11698.53
5283;2.36118;5;10614.61
5284;2.36693;5;10490.94
5285;2.36264;5;10432.16
5286;2.34444;4;10563.06
5287;2.35075;5;10347.49
5288;2.35298;5;10067.04
5289;2.38337;5;9978.521
5290;2.43969;5;10507.87
5291;2.43142;5;10770.17
5292;2.388;5;11042.25
5293;2.35871;5;11777.83
5294;2.36903;5;11587.8
5295;2.402;5;11262.09
5296;2.43586;5;11272.13
5297;2.38877;5;11238.67
5298;2.3377;5;11205.39
5299;2.33085;5;11205.88
5300;2.38647;5;11493.05
5301;2.39521;5;10706.2
5302;2.36858;4;11446.18
5303;2.38736;4;11342.21
5304;2.43573;5;11289.49
5305;2.40461;5;11110.63
5306;2.41053;5;10760.83
5307;2.4545;5;11179.97
5308;2.46383;5;12368.93
5309;2.41164;5;11796.24
5310;2.38311;4;11657.89
5311;2.40173;5;11559.01
5312;2.36083;5;11111.26
5313;2.33024;4;11029.97
5314;2.3346;2;10795.58
5315;2.35157;2;10716.13
5316;2.38706;3;10891.59
5317;2.34301;3;10948.98
5318;2.31667;5;10575.57
5319;2.34303;5;10454.8
5320;2.34394;5;10575.78
5321;2.36539;4;10859.93
5322;2.38449;3;11841.45
5323;2.40928;5;11355.84
5324;2.43651;5;12104.97
5325;2.41674;5;12185.73
5326;2.37533;4;12114.8
5327;2.37569;3;11719.25
5328;2.37596;3;11232.16
5329;2.37203;3;11173.87
5330;2.36092;3;11104.92
5331;2.3964;4;10964.32
5332;2.41488;5;11035.29
5333;2.39776;5;11455.95
5334;2.39369;5;12046.53
5335;2.3693;5;11957.15
5336;2.38127;5;12105.25
5337;2.36652;5;11877.7
5338;2.36244;5;11465.41
5339;2.35515;5;11334.38
5340;2.35452;5;11419.98
5341;2.39348;5;11392.7
5342;2.39616;4;11593.12
5343;2.41222;5;11626.74
5344;2.42772;5;11969.07
5345;2.38875;5;11916.53
5346;2.37579;5;11814.63
5347;2.33917;4;11391.24
5348;2.33142;5;11228.08
5349;2.30249;5;11065.49
5350;2.32478;4;10801.05
5351;2.32763;3;10633.89
5352;2.37218;5;10532.88
5353;2.43109;5;10608.26
5354;2.47801;5;11097.6
5355;2.46401;5;11490.46
5356;2.45506;5;12189.36
5357;2.46569;5;12757.95
5358;2.46057;5;13146.28
5359;2.44854;5;13257.01
5360;2.47984;5;13322.46
5361;2.44121;5;13195.89
5362;2.33899;5;13108.72
5363;2.31133;5;11629.36
5364;2.31702;5;11316.75
5365;2.31325;3;10447.83
5366;2.31934;3;10197.34
5367;2.3433;5;10233.98
5368;2.35087;3;10245.52
5369;2.37366;3;10519.04
5370;2.36863;3;10623.03
5371;2.38094;5;10678.18
5372;2.38022;5;10984.85
5373;2.3459;3;10791.48
5374;2.37165;3;10484.95
5375;2.43079;4;10495.81
5376;2.38673;5;10694.8
5377;2.3773;5;10901.55
5378;2.3676;5;10926.64
5379;2.33445;5;10908.41
5380;2.33046;5;10909.82
5381;2.31898;4;10739.11
5382;2.32572;4;10462.16
5383;2.35796;3;10397.52
5384;2.46251;5;10742.52
5385;2.47184;5;11821.38
5386;2.40354;5;11916.51
5387;2.35464;5;12289.5
5388;2.3614;4;11716.23
5389;2.37293;4;11397.53
5390;2.36601;3;11076.15
5391;2.4009;5;11094.59
5392;2.38333;5;11004.79
5393;2.38849;5;11284.74
5394;2.37914;5;11961.08
5395;2.42292;5;11998.91
5396;2.45152;5;12501.11
5397;2.42036;5;12686.62
5398;2.37357;5;12502.66
5399;2.29213;5;11850.17
5400;2.2759;5;11323.4
5401;2.30723;5;10590.82
5402;2.34198;5;10321.44
5403;2.36777;5;10184.6
5404;2.33655;4;10229.79
5405;2.37268;3;10259.12
5406;2.42161;5;10635.75
5407;2.42401;5;11181.38
5408;2.39931;5;11335.18
5409;2.31503;2;11032.19
5410;2.30617;2;10571.52
5411;2.34286;2;10441.29
5412;2.39545;3;10732.87
5413;2.39941;4;11022.29
5414;2.40428;4;11205.24
5415;2.38471;3;11277.71
5416;2.413;5;11185.01
